ObjectId,Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2020,F2025,F2030,F2035,F2040,F2045,F2050
87,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0173,0.0281,0.0319,0.0354,0.0297,0.0239,0.0277
88,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.014,0.0242,0.0275,0.0328,0.0392,0.0459,0.0499
89,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0162,0.0253,0.0263,0.0227,0.0203,0.0148,0.016
90,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2356,1.3507,1.4153,1.5026,1.5521,1.6992,1.6505
91,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.211,1.3331,1.4456,1.5262,1.5382,1.5816,1.4004
92,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2178,1.3441,1.4614,1.534,1.5771,1.6618,1.5874
93,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2414,1.3664,1.4788,1.5555,1.5938,1.5983,1.4789
94,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2229,1.3364,0.3165,0.089,0.1941,0.1923,0.2136
95,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2375,1.3544,1.4267,1.4842,1.5108,1.5036,1.3648
96,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.224,1.3345,1.3708,1.4649,1.4982,1.6541,1.6963
97,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0141,0.0194,0.024,0.0304,0.043,0.0597
98,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0107,0.0138,0.0177,0.0198,0.0217,0.0238
99,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0107,0.0138,0.0205,0.0263,0.0396,0.0558
100,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0107,0.0138,0.0137,0.0155,0.0188,0.0215
101,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0296,0.041,0.0511,0.0723,0.1003,0.1352
102,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0155,0.0194,0.0213,0.0229,0.0317,0.0403
103,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Biomass,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0076,0.0145,0.0206,0.0305,0.0475,0.0869,0.1529
104,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0009,0.0019,0.0027,0.0034,0.0039,0.0045,0.0052
105,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.0015,0.0025,0.0057,0.0136,0.0265,0.0438
106,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0013,0.0022,0.004,0.0046,0.0053,0.0059
107,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0007,0.0014,0.0023,0.0054,0.014,0.0275,0.0441
108,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0028,0.0033,0.0041,0.0044,0.0046,0.0044
109,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0009,0.0018,0.003,0.005,0.008,0.0108,0.0138
110,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0008,0.0017,0.0021,0.0029,0.0033,0.0034,0.0032
111,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0041,0.0081,0.0086,0.0092,0.0102,0.0114,0.013
112,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0044,0.0073,0.0117,0.0184,0.0287,0.0382,0.0568
113,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0036,0.0061,0.0097,0.0121,0.0129,0.0145,0.0169
114,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0031,0.0053,0.0087,0.0079,0.0077,0.0073,0.0078
115,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0052,0.0072,0.0189,0.0157,0.0185,0.0332,0.0368
116,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0044,0.0082,0.0136,0.0197,0.0278,0.0339,0.0412
117,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0051,0.0097,0.0093,0.011,0.0128,0.017,0.0187
118,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0094,0.0134,0.0146,0.0151,0.0101,0.0093
119,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0069,0.0111,0.0181,0.0331,0.0571,0.0935
120,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0069,0.0111,0.0289,0.0217,0.0083,0.0093
121,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0069,0.0111,0.013,0.0256,0.0474,0.0819
122,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0226,0.0163,0.0051,0.0064,0.0086,0.0107
123,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0093,0.0129,0.0159,0.0217,0.0332,0.0545
124,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Coal,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0048,0.0094,0.0049,0.0025,0.004,0.0061,0.0087
125,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0172,0.0278,0.0396,0.0589,0.0886,0.1306,0.2155
126,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0176,0.03,0.0435,0.0633,0.089,0.1211,0.1739
127,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0175,0.0296,0.0428,0.0573,0.083,0.1229,0.1968
128,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0192,0.0333,0.0486,0.0683,0.0916,0.1223,0.1725
129,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0165,0.0237,0.0293,0.0448,0.0738,0.1394,0.2506
130,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0186,0.032,0.0476,0.0681,0.094,0.125,0.1785
131,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.016,0.0247,0.0348,0.0571,0.0958,0.1889,0.3179
132,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0256,0.0315,0.0374,0.048,0.0613,0.0844,0.1214
133,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0294,0.0371,0.0459,0.0599,0.074,0.0963,0.1312
134,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0294,0.0371,0.0458,0.0536,0.0707,0.0994,0.1438
135,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0263,0.0338,0.0424,0.0535,0.0671,0.0894,0.125
136,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.028,0.0345,0.0496,0.0689,0.0906,0.1252,0.1723
137,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0263,0.0335,0.0417,0.0531,0.0669,0.0893,0.1228
138,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0253,0.0307,0.033,0.0462,0.0637,0.0932,0.1321
139,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0188,0.0289,0.0466,0.0727,0.1188,0.191
140,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0202,0.0294,0.0437,0.0651,0.0963,0.1425
141,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0202,0.0294,0.041,0.0666,0.1101,0.1758
142,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0202,0.0294,0.0425,0.0631,0.0942,0.1387
143,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.03,0.0463,0.0751,0.1259,0.2254,0.3753
144,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0197,0.0307,0.048,0.0742,0.1091,0.1625
145,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Electricity,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0155,0.0185,0.0293,0.0464,0.0829,0.1658,0.2815
146,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.0939,1.7872,2.3498,2.9629,3.68,4.6246,5.6176
147,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.1164,1.8097,2.583,3.9565,6.2523,9.6183,14.0155
148,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.0305,1.6537,2.3363,3.0911,3.8866,4.8772,5.8715
149,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.9948,1.6037,2.2796,3.5518,5.8026,9.0808,13.2401
150,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2978,2.1551,2.5404,2.9789,3.5122,4.0093,3.9188
151,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.0945,1.7778,2.6085,3.7459,5.3234,7.3051,9.8079
152,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,1.2845,2.1161,2.5943,3.0864,3.6119,4.0462,4.0478
153,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7838,3.9775,4.7493,5.6114,6.5061,6.5545,6.6606
154,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.769,3.9065,5.1341,7.3648,9.9807,13.8512,18.9398
155,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.634,3.6819,4.7961,6.3152,7.066,7.4391,8.386
156,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,6.4714,7.1205,7.6807,7.9608,7.7209,7.9741,8.0076
157,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,3.6479,5.6311,8.9336,8.6266,8.2555,8.3513,6.1373
158,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.7609,4.003,5.5201,7.7241,10.2351,13.805,18.0874
159,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,2.9126,4.1888,4.3779,5.7043,5.0559,3.1698,-0.5459
160,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,10.0832,13.0214,15.2404,16.1694,15.1886,15.3687
161,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,9.5125,12.3271,15.4851,19.633,24.3652,30.4479
162,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,9.5125,12.3271,15.824,15.7954,13.6856,13.9546
163,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,9.5125,12.3271,13.4884,17.2746,21.6803,27.5448
164,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,19.3408,23.1707,25.3382,25.8733,22.7217,17.3333
165,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,9.5223,12.2772,15.0643,18.2321,21.5867,26.254
166,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Energy and industrial processes CO2 emissions,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,7.3209,11.8975,13.8006,13.7727,13.5727,10.0876,6.8896
167,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0038,0.0267,0.0773,0.2013,0.4585
168,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.001,0.003,0.0067,0.0135,0.024
169,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.0008,0.0124,0.043,0.1247,0.3077
170,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.0008,0.0039,0.015,0.0383,0.0736
171,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0036,0.0398,0.1394,0.4601,0.8879
172,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0003,0.001,0.0032,0.0079,0.0173,0.0338
173,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0005,0.0064,0.0832,0.2768,0.7075,1.1611
174,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0013,0.0044,0.0133,0.0351,0.1648
