ObjectId,Country,ISO2,ISO3,Indicator,Variable,Unit,Model,Scenarios,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2020,F2025,F2030,F2035,F2040,F2045,F2050
175,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
176,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.018,0.0439,0.0966,0.2736
177,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0022,0.0097,0.029,0.0851
178,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.2043,0.4147,0.7839,1.644,2.9074
179,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
180,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0968,0.3746,0.5827,1.0109,1.0219
181,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
182,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
183,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
184,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
185,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
186,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0.0002
187,"Afghanistan, Islamic Rep. of",AF,AFG,Emissions and CCS,Fossil energy CCS,Mt CO2/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0,0,0,0
188,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0043,0.0076,0.0109,0.0149,0.0209,0.0291,0.0377
189,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0042,0.0074,0.0123,0.0203,0.0319,0.0492,0.0722
190,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0036,0.0062,0.0103,0.0153,0.0211,0.0284,0.0354
191,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0034,0.0058,0.0097,0.0165,0.027,0.0423,0.0623
192,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0057,0.0101,0.0125,0.0157,0.0211,0.0284,0.0394
193,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.004,0.0071,0.0122,0.0193,0.0297,0.0441,0.0635
194,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0057,0.0101,0.0124,0.0162,0.0227,0.0324,0.0424
195,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0006,0.0008,0.0014,0.0021,0.0029,0.0037,0.0055
196,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0017,0.0042,0.006,0.0085,0.0102,0.016,0.0205
197,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0014,0.0036,0.0052,0.003,0.0035,0.0045,0.0064
198,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0008,0.0025,0.0033,0.0047,0.0059,0.008,0.0102
199,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0046,0.0093,0.0139,0.0198,0.0326,0.0475,0.0591
200,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0012,0.0023,0.0037,0.0057,0.0071,0.0103,0.0165
201,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0008,0.0012,0.0012,0.0222,0.0227,0.0239,0.0282
202,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0344,0.0421,0.0492,0.053,0.0521,0.0552
203,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0308,0.0358,0.0411,0.0453,0.0481,0.0628
204,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0308,0.0358,0.047,0.0492,0.0455,0.0466
205,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0308,0.0358,0.0387,0.0418,0.0423,0.0539
206,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0694,0.0735,0.0839,0.0802,0.0559,0.0411
207,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0304,0.036,0.0418,0.046,0.0472,0.0589
208,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Gas,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0266,0.0466,0.0586,0.0655,0.0596,0.0347,0.0295
209,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0317,0.0382,0.0411,0.0456,0.0555,0.0656,0.0727
210,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0279,0.0354,0.0396,0.0472,0.0637,0.0867,0.1138
211,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0277,0.0348,0.0384,0.0493,0.0604,0.0719,0.0784
212,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.032,0.0385,0.0419,0.0506,0.0697,0.0979,0.131
213,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0329,0.039,0.0387,0.0414,0.0478,0.0526,0.0559
214,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0319,0.0389,0.0441,0.0514,0.0674,0.0893,0.1145
215,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0329,0.04,0.0407,0.0433,0.0485,0.0527,0.051
216,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0138,0.0185,0.0258,0.0332,0.0506,0.0616,0.075
217,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0134,0.0173,0.0234,0.0337,0.0549,0.0668,0.0813
218,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0133,0.0172,0.0234,0.0384,0.0597,0.0756,0.0936
219,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0143,0.0199,0.0274,0.0355,0.055,0.0644,0.079
220,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0196,0.0302,0.0582,0.0941,0.1469,0.1678,0.1521
221,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0147,0.0204,0.028,0.0368,0.0543,0.0671,0.084
222,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0136,0.0178,0.0236,0.0358,0.0493,0.0602,0.0754
223,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.0753,0.101,0.1247,0.1477,0.1746,0.2021
224,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.0522,0.0731,0.0996,0.1265,0.1484,0.1775
225,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.0522,0.0731,0.126,0.1481,0.1819,0.2119
226,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.0522,0.0731,0.104,0.124,0.1455,0.1725
227,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.1327,0.1456,0.1786,0.1932,0.1784,0.1524
228,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.0618,0.0851,0.1107,0.1379,0.1596,0.1912
229,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Gases,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0384,0.1033,0.1355,0.1612,0.1701,0.1471,0.1364
230,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0001,0.0003,0.0005,0.0009,0.0017
231,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0003,0.0004,0.0005,0.0005,0.0007
232,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0003,0.0002,0.0003,0.0007,0.0012
233,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0003,0.0002,0.0003,0.0004,0.0006
234,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0004,0.0008,0.0012,0.0023,0.0047,0.0086
235,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0003,0.0004,0.0005,0.0005,0.0008
236,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Geothermal,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0003,0.0004,0.0009,0.0025,0.0049
237,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0,0.0001,0.0002,0.0006,0.0014
238,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0001,0.0003,0.0007,0.0015,0.0032
239,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0001,0.0001,0.0002,0.0005,0.0012
240,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0001,0.0002,0.0004,0.0008,0.0017
241,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0.0001,0.0002,0.0006,0.0014,0.0029,0.0048
242,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0001,0.0002,0.0005,0.0012,0.0027
243,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0,0,0.0001,0.0002,0.0004,0.0009,0.0024
244,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0007,0.001,0.0016,0.0027
245,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0008,0.0012,0.0019,0.003,0.0045
246,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0008,0.0006,0.0007,0.001,0.0017
247,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0008,0.0009,0.0013,0.0021,0.0031
248,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.001,0.0014,0.002,0.0037,0.008,0.0159
249,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0006,0.001,0.0016,0.0026,0.004
250,"Afghanistan, Islamic Rep. of",AF,AFG,Final energy,Heat,EJ/yr,REMIND-MAgPIE,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0008,0.0019,0.005,0.0105
251,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0002,0.0004,0.0007,0.0011,0.002
252,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0004,0.0006,0.0009,0.0012,0.0017,0.0024
253,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0004,0.0005,0.0009,0.0015
254,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0007,0.001,0.0014,0.0019
255,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0002,0.0004,0.0008,0.0017,0.0031
256,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0005,0.0008,0.0011,0.0016,0.0023
257,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,GCAM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0001,0.0002,0.0004,0.0008,0.0018,0.0033
258,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0003,0.0003,0.0004,0.0006,0.0012
259,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Current Policies,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0003,0.0004,0.0006,0.0008,0.0012
260,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Delayed transition,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0003,0.0003,0.0004,0.0005,0.001
261,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Fragmented World,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0001,0.0002,0.0002,0.0003,0.0005,0.0008,0.0014
262,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Low Demand,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0003,0.0004,0.0008,0.0013,0.0025,0.0047
263,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Nationally Determined Contributions (NDCs),"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0003,0.0004,0.0006,0.0011,0.0019
264,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,MESSAGEix-GLOBIOM,Net Zero 2050,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0003,0.0004,0.0005,0.0009,0.0018
265,"Afghanistan, Islamic Rep. of",AF,AFG,Primary energy,Hydro,EJ/yr,REMIND-MAgPIE,Below 2°C,"Sources: NGFS (2023), Scenarios Portal; and IIASA (2023), NGFS Phase 4 Scenario Explorer.",,,,0.0002,0.0002,0.0005,0.0009,0.0013,0.002,0.0029
